date,ULTRACEMCO,overlap
2018-05-31,15.0,1.0
2018-06-01,0.0,1.0
2018-06-02,0.0,
2018-06-03,0.0,
2018-06-04,0.0,
2018-06-05,0.0,
2018-06-06,47.0,
2018-06-07,0.0,
2018-06-08,0.0,
2018-06-09,0.0,
2018-06-10,0.0,
2018-06-11,0.0,
2018-06-12,65.0,
2018-06-13,44.0,
2018-06-14,0.0,
2018-06-15,0.0,
2018-06-16,0.0,
2018-06-17,0.0,
2018-06-18,0.0,
2018-06-19,47.0,
2018-06-20,0.0,
2018-06-21,0.0,
2018-06-22,48.0,
2018-06-23,0.0,
2018-06-24,0.0,
2018-06-25,0.0,
2018-06-26,46.0,
2018-06-27,0.0,
2018-06-28,47.0,
2018-06-29,100.0,
2018-06-30,54.0,
2018-07-01,0.0,
2018-07-02,0.0,
2018-07-03,47.0,
2018-07-04,0.0,
2018-07-05,49.0,
2018-07-06,48.0,
2018-07-07,0.0,
2018-07-08,0.0,
2018-07-09,46.0,
2018-07-10,0.0,
2018-07-11,0.0,
2018-07-12,0.0,
2018-07-13,50.0,
2018-07-14,0.0,
2018-07-15,0.0,
2018-07-16,48.0,
2018-07-17,48.0,
2018-07-18,0.0,
2018-07-19,49.0,
2018-07-20,0.0,
2018-07-21,0.0,
2018-07-22,0.0,
2018-07-23,48.0,
2018-07-24,0.0,
2018-07-25,48.0,
2018-07-26,48.0,
2018-07-27,0.0,
2018-07-28,0.0,
2018-07-29,0.0,
2018-07-30,0.0,
2018-07-31,47.0,
2018-08-01,0.0,
2018-08-02,0.0,
2018-08-03,49.0,
2018-08-04,0.0,
2018-08-05,0.0,
2018-08-06,0.0,
2018-08-07,0.0,
2018-08-08,0.0,
2018-08-09,23.0,1.0
2018-08-10,0.0,1.0
2018-08-11,0.0,1.0
2018-08-12,0.0,1.0
2018-08-13,24.0,1.0
2018-08-14,46.0,1.0
2018-08-15,0.0,1.0
2018-08-16,23.0,1.0
2018-08-17,0.0,1.0
2018-08-18,0.0,1.0
2018-08-19,0.0,1.0
2018-08-20,48.0,1.0
2018-08-21,0.0,1.0
2018-08-22,0.0,1.0
2018-08-23,0.0,1.0
2018-08-24,0.0,1.0
2018-08-25,0.0,1.0
2018-08-26,27.0,1.0
2018-08-27,0.0,1.0
2018-08-28,0.0,1.0
2018-08-29,46.0,1.0
2018-08-30,0.0,1.0
2018-08-31,23.0,1.0
2018-09-01,0.0,1.0
2018-09-02,26.0,1.0
2018-09-03,0.0,1.0
2018-09-04,23.0,1.0
2018-09-05,22.0,1.0
2018-09-06,68.0,1.0
2018-09-07,96.0,1.0
2018-09-08,0.0,1.0
2018-09-09,0.0,1.0
2018-09-10,45.0,1.0
2018-09-11,0.0,1.0
2018-09-12,23.0,1.0
2018-09-13,0.0,1.0
2018-09-14,47.0,1.0
2018-09-15,0.0,1.0
2018-09-16,0.0,1.0
2018-09-17,0.0,1.0
2018-09-18,0.0,1.0
2018-09-19,0.0,1.0
2018-09-20,0.0,1.0
2018-09-21,0.0,1.0
2018-09-22,26.0,1.0
2018-09-23,0.0,1.0
2018-09-24,0.0,1.0
2018-09-25,0.0,1.0
2018-09-26,0.0,1.0
2018-09-27,0.0,1.0
2018-09-28,0.0,1.0
2018-09-29,0.0,1.0
2018-09-30,0.0,1.0
2018-10-01,0.0,1.0
2018-10-02,0.0,1.0
2018-10-03,22.0,1.0
2018-10-04,69.0,1.0
2018-10-05,0.0,1.0
2018-10-06,0.0,1.0
2018-10-07,0.0,1.0
2018-10-08,0.0,1.0
2018-10-09,22.0,1.0
2018-10-10,0.0,1.0
2018-10-11,0.0,1.0
2018-10-12,0.0,1.0
2018-10-13,0.0,1.0
2018-10-14,0.0,1.0
2018-10-15,0.0,1.0
2018-10-16,0.0,1.0
2018-10-17,24.0,1.0
2018-10-18,0.0,1.0
2018-10-19,24.0,1.0
2018-10-20,0.0,1.0
2018-10-21,0.0,1.0
2018-10-22,46.0,1.0
2018-10-23,0.0,1.0
2018-10-24,0.0,1.0
2018-10-25,46.0,1.0
2018-10-26,24.0,1.0
2018-10-27,0.0,1.0
2018-10-28,0.0,1.0
2018-10-29,0.0,1.0
2018-10-30,0.0,1.0
2018-10-31,0.0,1.0
2018-11-01,48.0,1.0
2018-11-02,24.0,1.0
2018-11-03,0.0,1.0
2018-11-04,26.0,1.0
2018-11-05,0.0,1.0
2018-11-06,0.0,1.0
2018-11-07,0.0,1.0
2018-11-08,23.0,1.0
2018-11-09,48.0,1.0
2018-11-10,0.0,1.0
2018-11-11,51.0,1.0
2018-11-12,23.0,1.0
2018-11-13,45.0,1.0
2018-11-14,23.0,1.0
2018-11-15,0.0,1.0
2018-11-16,24.0,1.0
2018-11-17,0.0,1.0
2018-11-18,0.0,
2018-11-19,90.0,
2018-11-20,45.0,
2018-11-21,46.0,
2018-11-22,0.0,
2018-11-23,0.0,
2018-11-24,0.0,
2018-11-25,0.0,
2018-11-26,0.0,
2018-11-27,0.0,
2018-11-28,46.0,
2018-11-29,0.0,
2018-11-30,0.0,
2018-12-01,0.0,
2018-12-02,0.0,
2018-12-03,45.0,
2018-12-04,0.0,
2018-12-05,0.0,
2018-12-06,0.0,
2018-12-07,0.0,
2018-12-08,0.0,
2018-12-09,51.0,
2018-12-10,46.0,
2018-12-11,0.0,
2018-12-12,0.0,
2018-12-13,0.0,
2018-12-14,0.0,
2018-12-15,0.0,
2018-12-16,0.0,
2018-12-17,43.0,
2018-12-18,0.0,
2018-12-19,96.0,
2018-12-20,48.0,
2018-12-21,50.0,
2018-12-22,0.0,
2018-12-23,0.0,
2018-12-24,0.0,
2018-12-25,0.0,
2018-12-26,51.0,
2018-12-27,99.0,
2018-12-28,0.0,
2018-12-29,0.0,
2018-12-30,0.0,
2018-12-31,0.0,
2019-01-01,0.0,
2019-01-02,0.0,
2019-01-03,47.0,
2019-01-04,48.0,
2019-01-05,0.0,
2019-01-06,0.0,
2019-01-07,46.0,
2019-01-08,0.0,
2019-01-09,46.0,
2019-01-10,46.0,
2019-01-11,47.0,
2019-01-12,0.0,
2019-01-13,0.0,
2019-01-14,45.0,
2019-01-15,0.0,
2019-01-16,45.0,
2019-01-17,46.0,
2019-01-18,47.0,
2019-01-19,0.0,
2019-01-20,0.0,
2019-01-21,45.0,
2019-01-22,0.0,
2019-01-23,0.0,
2019-01-24,0.0,
2019-01-25,34.0,1.0
2019-01-26,13.0,1.0
2019-01-27,0.0,1.0
2019-01-28,22.0,1.0
2019-01-29,22.0,1.0
2019-01-30,22.0,1.0
2019-01-31,34.0,1.0
2019-02-01,0.0,1.0
2019-02-02,0.0,1.0
2019-02-03,0.0,1.0
2019-02-04,11.0,1.0
2019-02-05,0.0,1.0
2019-02-06,0.0,1.0
2019-02-07,22.0,1.0
2019-02-08,0.0,1.0
2019-02-09,0.0,1.0
2019-02-10,0.0,1.0
2019-02-11,0.0,1.0
2019-02-12,22.0,1.0
2019-02-13,11.0,1.0
2019-02-14,0.0,1.0
2019-02-15,23.0,1.0
2019-02-16,25.0,1.0
2019-02-17,0.0,1.0
2019-02-18,0.0,1.0
2019-02-19,0.0,1.0
2019-02-20,0.0,1.0
2019-02-21,0.0,1.0
2019-02-22,0.0,1.0
2019-02-23,25.0,1.0
2019-02-24,0.0,1.0
2019-02-25,0.0,1.0
2019-02-26,22.0,1.0
2019-02-27,32.0,1.0
2019-02-28,0.0,1.0
2019-03-01,0.0,1.0
2019-03-02,38.0,1.0
2019-03-03,0.0,1.0
2019-03-04,0.0,1.0
2019-03-05,22.0,1.0
2019-03-06,33.0,1.0
2019-03-07,34.0,1.0
2019-03-08,0.0,1.0
2019-03-09,0.0,1.0
2019-03-10,0.0,1.0
2019-03-11,22.0,1.0
2019-03-12,0.0,1.0
2019-03-13,0.0,1.0
2019-03-14,23.0,1.0
2019-03-15,23.0,1.0
2019-03-16,0.0,1.0
2019-03-17,38.0,1.0
2019-03-18,23.0,1.0
2019-03-19,0.0,1.0
2019-03-20,0.0,1.0
2019-03-21,0.0,1.0
2019-03-22,23.0,1.0
2019-03-23,0.0,1.0
2019-03-24,23.0,1.0
2019-03-25,11.0,1.0
2019-03-26,0.0,1.0
2019-03-27,34.0,1.0
2019-03-28,0.0,1.0
2019-03-29,24.0,1.0
2019-03-30,0.0,1.0
2019-03-31,0.0,1.0
2019-04-01,0.0,1.0
2019-04-02,22.0,1.0
2019-04-03,0.0,1.0
2019-04-04,11.0,1.0
2019-04-05,0.0,1.0
2019-04-06,0.0,1.0
2019-04-07,0.0,1.0
2019-04-08,0.0,1.0
2019-04-09,11.0,1.0
2019-04-10,0.0,1.0
2019-04-11,0.0,1.0
2019-04-12,23.0,1.0
2019-04-13,0.0,1.0
2019-04-14,0.0,1.0
2019-04-15,0.0,1.0
2019-04-16,0.0,1.0
2019-04-17,0.0,1.0
2019-04-18,0.0,1.0
2019-04-19,0.0,1.0
2019-04-20,0.0,1.0
2019-04-21,0.0,1.0
2019-04-22,0.0,1.0
2019-04-23,0.0,1.0
2019-04-24,56.0,1.0
2019-04-25,90.0,1.0
2019-04-26,35.0,1.0
2019-04-27,0.0,1.0
2019-04-28,38.0,1.0
2019-04-29,0.0,1.0
2019-04-30,0.0,1.0
2019-05-01,0.0,1.0
2019-05-02,34.0,1.0
2019-05-03,0.0,1.0
2019-05-04,13.0,1.0
2019-05-05,0.0,1.0
2019-05-06,0.0,
2019-05-07,0.0,
2019-05-08,0.0,
2019-05-09,0.0,
2019-05-10,0.0,
2019-05-11,0.0,
2019-05-12,0.0,
2019-05-13,0.0,
2019-05-14,0.0,
2019-05-15,0.0,
2019-05-16,0.0,
2019-05-17,0.0,
2019-05-18,0.0,
2019-05-19,0.0,
2019-05-20,23.0,
2019-05-21,22.0,
2019-05-22,23.0,
2019-05-23,0.0,
2019-05-24,0.0,
2019-05-25,0.0,
2019-05-26,0.0,
2019-05-27,0.0,
2019-05-28,22.0,
2019-05-29,0.0,
2019-05-30,0.0,
2019-05-31,0.0,
2019-06-01,0.0,
2019-06-02,0.0,
2019-06-03,44.0,
2019-06-04,0.0,
2019-06-05,0.0,
2019-06-06,0.0,
2019-06-07,0.0,
2019-06-08,0.0,
2019-06-09,0.0,
2019-06-10,0.0,
2019-06-11,0.0,
2019-06-12,0.0,
2019-06-13,0.0,
2019-06-14,0.0,
2019-06-15,0.0,
2019-06-16,0.0,
2019-06-17,0.0,
2019-06-18,22.0,
2019-06-19,0.0,
2019-06-20,0.0,
2019-06-21,0.0,
2019-06-22,0.0,
2019-06-23,0.0,
2019-06-24,0.0,
2019-06-25,0.0,
2019-06-26,0.0,
2019-06-27,22.0,
2019-06-28,0.0,
2019-06-29,0.0,
2019-06-30,0.0,
2019-07-01,0.0,
2019-07-02,0.0,
2019-07-03,0.0,
2019-07-04,0.0,
2019-07-05,0.0,
2019-07-06,25.0,
2019-07-07,0.0,
2019-07-08,0.0,
2019-07-09,0.0,
2019-07-10,0.0,
2019-07-11,0.0,
2019-07-12,0.0,
2019-07-13,0.0,1.0
2019-07-14,0.0,1.0
2019-07-15,0.0,1.0
2019-07-16,11.0,1.0
2019-07-17,11.0,1.0
2019-07-18,0.0,1.0
2019-07-19,0.0,1.0
2019-07-20,13.0,1.0
2019-07-21,20.0,1.0
2019-07-22,17.0,1.0
2019-07-23,17.0,1.0
2019-07-24,17.0,1.0
2019-07-25,0.0,1.0
2019-07-26,12.0,1.0
2019-07-27,0.0,1.0
2019-07-28,0.0,1.0
2019-07-29,12.0,1.0
2019-07-30,0.0,1.0
2019-07-31,0.0,1.0
2019-08-01,17.0,1.0
2019-08-02,0.0,1.0
2019-08-03,0.0,1.0
2019-08-04,0.0,1.0
2019-08-05,0.0,1.0
2019-08-06,0.0,1.0
2019-08-07,28.0,1.0
2019-08-08,68.0,1.0
2019-08-09,0.0,1.0
2019-08-10,0.0,1.0
2019-08-11,0.0,1.0
2019-08-12,29.0,1.0
2019-08-13,0.0,1.0
2019-08-14,0.0,1.0
2019-08-15,0.0,1.0
2019-08-16,0.0,1.0
2019-08-17,0.0,1.0
2019-08-18,0.0,1.0
2019-08-19,0.0,1.0
2019-08-20,28.0,1.0
2019-08-21,16.0,1.0
2019-08-22,0.0,1.0
2019-08-23,0.0,1.0
2019-08-24,0.0,1.0
2019-08-25,0.0,1.0
2019-08-26,0.0,1.0
2019-08-27,38.0,1.0
2019-08-28,16.0,1.0
2019-08-29,11.0,1.0
2019-08-30,17.0,1.0
2019-08-31,0.0,1.0
2019-09-01,0.0,1.0
2019-09-02,0.0,1.0
2019-09-03,16.0,1.0
2019-09-04,11.0,1.0
2019-09-05,0.0,1.0
2019-09-06,16.0,1.0
2019-09-07,0.0,1.0
2019-09-08,0.0,1.0
2019-09-09,0.0,1.0
2019-09-10,0.0,1.0
2019-09-11,0.0,1.0
2019-09-12,0.0,1.0
2019-09-13,16.0,1.0
2019-09-14,0.0,1.0
2019-09-15,0.0,1.0
2019-09-16,0.0,1.0
2019-09-17,0.0,1.0
2019-09-18,0.0,1.0
2019-09-19,0.0,1.0
2019-09-20,0.0,1.0
2019-09-21,0.0,1.0
2019-09-22,0.0,1.0
2019-09-23,26.0,1.0
2019-09-24,0.0,1.0
2019-09-25,10.0,1.0
2019-09-26,16.0,1.0
2019-09-27,11.0,1.0
2019-09-28,0.0,1.0
2019-09-29,0.0,1.0
2019-09-30,0.0,1.0
2019-10-01,0.0,1.0
2019-10-02,0.0,1.0
2019-10-03,0.0,1.0
2019-10-04,28.0,1.0
2019-10-05,0.0,1.0
2019-10-06,0.0,1.0
2019-10-07,0.0,1.0
2019-10-08,0.0,1.0
2019-10-09,27.0,1.0
2019-10-10,0.0,1.0
2019-10-11,0.0,1.0
2019-10-12,12.0,1.0
2019-10-13,0.0,1.0
2019-10-14,0.0,1.0
2019-10-15,16.0,1.0
2019-10-16,16.0,1.0
2019-10-17,37.0,1.0
2019-10-18,16.0,1.0
2019-10-19,0.0,1.0
2019-10-20,0.0,1.0
2019-10-21,0.0,1.0
2019-10-22,30.0,
2019-10-23,0.0,
2019-10-24,31.0,
2019-10-25,0.0,
2019-10-26,0.0,
2019-10-27,0.0,
2019-10-28,0.0,
2019-10-29,32.0,
2019-10-30,0.0,
2019-10-31,0.0,
2019-11-01,0.0,
2019-11-02,0.0,
2019-11-03,0.0,
2019-11-04,0.0,
2019-11-05,0.0,
2019-11-06,30.0,
2019-11-07,30.0,
2019-11-08,0.0,
2019-11-09,0.0,
2019-11-10,0.0,
2019-11-11,61.0,
2019-11-12,0.0,
2019-11-13,31.0,
2019-11-14,0.0,
2019-11-15,32.0,
2019-11-16,0.0,
2019-11-17,0.0,
2019-11-18,31.0,
2019-11-19,31.0,
2019-11-20,0.0,
2019-11-21,0.0,
2019-11-22,33.0,
2019-11-23,0.0,
2019-11-24,0.0,
2019-11-25,30.0,
2019-11-26,0.0,
2019-11-27,0.0,
2019-11-28,31.0,
2019-11-29,31.0,
2019-11-30,0.0,
2019-12-01,0.0,
2019-12-02,0.0,
2019-12-03,0.0,
2019-12-04,0.0,
2019-12-05,0.0,
2019-12-06,33.0,
2019-12-07,0.0,
2019-12-08,0.0,
2019-12-09,32.0,
2019-12-10,0.0,
2019-12-11,0.0,
2019-12-12,0.0,
2019-12-13,0.0,
2019-12-14,0.0,
2019-12-15,0.0,
2019-12-16,0.0,
2019-12-17,31.0,
2019-12-18,31.0,
2019-12-19,0.0,
2019-12-20,0.0,
2019-12-21,36.0,
2019-12-22,0.0,
2019-12-23,0.0,
2019-12-24,0.0,
2019-12-25,0.0,
2019-12-26,35.0,
2019-12-27,0.0,
2019-12-28,0.0,
2019-12-29,0.0,
2019-12-30,33.0,
2019-12-31,36.0,
2020-01-01,0.0,
2020-01-02,49.0,
2020-01-03,0.0,
2020-01-04,0.0,
2020-01-05,35.0,
2020-01-06,0.0,
2020-01-07,0.0,
2020-01-08,0.0,
2020-01-09,0.0,
2020-01-10,31.0,
2020-01-11,0.0,
2020-01-12,35.0,
2020-01-13,28.0,
2020-01-14,0.0,
2020-01-15,0.0,
2020-01-16,0.0,
2020-01-17,0.0,
2020-01-18,35.0,
2020-01-19,0.0,
2020-01-20,0.0,
2020-01-21,0.0,
2020-01-22,30.0,
2020-01-23,30.0,
2020-01-24,63.0,
2020-01-25,0.0,
2020-01-26,0.0,
2020-01-27,44.0,
2020-01-28,0.0,
2020-01-29,30.0,
2020-01-30,61.0,
2020-01-31,0.0,
2020-02-01,0.0,
2020-02-02,0.0,
2020-02-03,56.0,
2020-02-04,89.0,
2020-02-05,0.0,
2020-02-06,0.0,
2020-02-07,31.0,
2020-02-08,0.0,
2020-02-09,0.0,
2020-02-10,29.0,
2020-02-11,0.0,
2020-02-12,29.0,
2020-02-13,0.0,
2020-02-14,31.0,
2020-02-15,0.0,
2020-02-16,0.0,
2020-02-17,0.0,
2020-02-18,29.0,
2020-02-19,59.0,
2020-02-20,0.0,
2020-02-21,0.0,
2020-02-22,0.0,
2020-02-23,0.0,
2020-02-24,59.0,
2020-02-25,0.0,
2020-02-26,28.0,
2020-02-27,57.0,
2020-02-28,0.0,
2020-02-29,0.0,
2020-03-01,0.0,
2020-03-02,0.0,
2020-03-03,0.0,
2020-03-04,0.0,
2020-03-05,28.0,
2020-03-06,29.0,
2020-03-07,33.0,
2020-03-08,0.0,
2020-03-09,0.0,
2020-03-10,0.0,
2020-03-11,0.0,
2020-03-12,0.0,
2020-03-13,0.0,
2020-03-14,0.0,
2020-03-15,0.0,
2020-03-16,28.0,
2020-03-17,0.0,
2020-03-18,0.0,
2020-03-19,0.0,
2020-03-20,0.0,
2020-03-21,0.0,
2020-03-22,0.0,
2020-03-23,26.0,
2020-03-24,0.0,
2020-03-25,28.0,
2020-03-26,28.0,
2020-03-27,0.0,
2020-03-28,0.0,
2020-03-29,0.0,
2020-03-30,0.0,
2020-03-31,0.0,
2020-04-01,0.0,
2020-04-02,0.0,
2020-04-03,28.0,
2020-04-04,31.0,
2020-04-05,31.0,
2020-04-06,0.0,
2020-04-07,0.0,
